264.8853688518701,92.48339737360084,265.4433052427673,141.92347248972536,1021.9294261627538,142.88348093081564,1022.2855069497907,91.36226323529337
276.1274214449347,155.4109542972166,276.00278127979163,188.19785348262832,1014.4422624111372,188.4998450461457,1013.5024491858037,157.0807309584032
388.87472862019297,193.27162909854974,390.12079241078106,236.4983821854785,494.2162678321263,238.6252803546804,495.00629451465187,191.41733094939738
504.950334631141,194.663618044743,504.67710804461115,232.44345455783622,910.9201522907548,233.0029517124721,911.1118529877548,194.03083182114554
102.73739059638237,267.47331672014803,102.86269877617454,305.11668615191695,177.45743554240232,303.82251578630417,176.3422983092848,267.3462638946973
188.8088057179079,270.2530819395262,189.84787096800687,312.706991512284,365.21325008544335,313.8163160785958,367.02696107190803,271.0019169470524
605.7451397835431,274.61858621360903,605.4895346648327,302.80786140387096,681.8082159136524,305.7207857293832,681.8516177860695,273.5274217017669
808.7551518142642,273.19751110408396,809.6529688144764,305.5720363262597,893.9086935675251,305.03346945111093,894.4533045358133,268.7224741377012
951.8122529164086,269.33025999256927,953.0447157329074,317.36019582908483,1064.4484324008602,316.10025352545165,1064.9748112735156,269.3429260935263
702.2357713102731,275.67979431914296,703.5769547539312,324.04672819656537,758.9346692512636,323.07768121567324,759.8280533217347,277.4914664950762
808.7078751601733,309.68397819682156,808.2817754120099,335.97125429486607,959.4584911073745,339.1072880394263,959.7746011921663,309.559661092463
246.0890522541625,348.3208921038477,246.00277442433503,396.5559176147395,980.0759701093634,395.440063273248,980.3229955463124,349.1960584754669
102.84227195035182,357.48993671711463,103.4134344198264,389.32361827947216,184.99748367214409,391.2587023016047,184.8406037277934,355.74885192717335
102.29345736030555,391.421273435024,101.47620488752251,414.55034218504545,214.61608905573127,415.87011576062287,214.12111856317802,391.2163157121363
528.4525507495675,499.8931623866156,528.8347627886995,546.6173855804824,788.2880617254748,545.1302945516136,788.0336060978548,501.6688455603712
368.49050897970335,515.5943313431503,368.3386136132619,546.5667416438732,516.9926824594006,547.1731493478571,516.8163663851273,513.431714761682
99.88939107726898,528.553602509599,100.37372528513406,579.7481485412103,350.65303376313227,579.9327562588898,350.82971968895936,528.0324733495212
368.8708735375116,556.2324200388775,369.1252177677311,581.5013685100839,539.7772054055088,584.2018546012279,539.2039726146365,554.0302640796622
602.0271001683601,585.2754582398936,602.1830670477615,628.5427370597274,853.2708971167802,629.6532620822395,853.4956155061719,585.9764428805005
368.3627222555967,605.3206733649591,368.4308781738126,638.7434784941288,587.1320145533412,638.9647166617054,586.9089125637291,603.6375982760652
102.1287390217665,610.1902785384212,101.92613871298842,664.0680026312972,353.74083579621663,667.1840050045951,353.4175668032515,607.75425871734
370.06644637744245,644.2610556637889,370.45967181042266,666.9022588195626,604.6915751282534,668.1514387069957,603.4381377269042,642.2838365820745
367.98754310052766,691.9523534683037,368.41211589668586,722.4953066509538,531.1532933593602,730.7534185610753,530.742651131338,692.9579167490344
101.05147220966441,701.295808000639,100.57540418424931,750.2479974169154,352.176690642295,758.653881514596,352.2455745612139,701.3390982182437
637.9248562175997,697.1297621691552,639.1215917947869,740.6469314188133,705.2730468262906,738.9038864110514,704.7367154527002,696.9518659769668
370.4832545069199,732.3680085562036,371.1121298348998,754.9681540801078,447.12738549982583,756.4766648589226,447.44269194143175,729.9873147091148
105.6591794016078,784.4073544629445,105.81312168997977,821.1088923157107,331.19806378619404,820.6118618155516,329.83377590042636,786.3726045910682
344.4218595600326,786.6779295528213,344.86643433472796,829.7899544831822,649.7516574037423,828.4714338444772,648.6043521748952,791.2568884362266
676.0623744743635,785.8235706672662,676.2820000166014,828.1328060907508,936.3045016019222,827.3314181344227,937.3423231397654,785.1596227593637
106.69680846215358,827.3255799494569,108.48936727388153,851.3577281641826,279.08364627038446,851.1445173897113,279.8280350509349,824.4176168921553
